"dict_address","dict_adjective","dict_adverb","dict_first_name","dict_noun","dict_preposition","dict_pronoun","dict_surname","dict_verb","past_participle","past_tense",plural,"present_tense",term
,,,,,,,,sexed,,True,,,sexed
,,,,,,,,sexing,,,,True,sexing
,,,,sexs,,,,,,,True,,sexs
,,,,,,,sexton,,,,,,sexton
,sexual,,,,,,,,,,,,sexual
,,,,,,,shaffer,,,,,,shaffer
,,,,,,,shah,,,,,,shah
,,,,shake,,,,shake,,,,,shake
,,,,,,,,shaked,,True,,,shaked
,,,,,,,,shaken,True,,,,shaken
,,,,shakes,,,,,,,True,,shakes
,,,,,,,,shaking,,,,True,shaking
,,,,,,,,shall,,,,,shall
,,,,,,,,shalled,,True,,,shalled
,,,,,,,,shalling,,,,True,shalling
,,,,shame,,,,shame,,,,,shame
,,,,,,,,shamed,,True,,,shamed
,,,,shames,,,,,,,True,,shames
,,,,,,,,shaming,,,,True,shaming
,,,shane,,,,,,,,,,shane
,,,,,,,shannon,,,,,,shannon
,,,,shape,,,,shape,,,,,shape
,,,,,,,,shaped,,True,,,shaped
,,,,shapes,,,,,,,True,,shapes
,,,,,,,,shaping,,,,True,shaping
,,,,share,,,,share,,,,,share
,,,,,,,,shared,,True,,,shared
,,,,shares,,,,,,,True,,shares
,,,,,,,,sharing,,,,True,sharing
,sharp,,,,,,sharp,sharp,,,,,sharp
,,,,,,,,sharped,,True,,,sharped
,,,,,,,,sharping,,,,True,sharping
,,,shaun,,,,,,,,,,shaun
,,,,,,,shaw,,,,,,shaw
,,,shawn,,,,,,,,,,shawn
,,,,she,,she,,,,,,,she
,,,shelby,,,shelby,,,,,,,shelby
,,,,shelter,,,,shelter,,,,,shelter
,,,,,,,,sheltered,,True,,,sheltered
,,,,,,,,sheltering,,,,True,sheltering
,,,,shelters,,,,,,,True,,shelters
,,,,,,,shelton,,,,,,shelton
,,,shepard,,,,shepard,,,,,,shepard
,,,shepherd,,,,shepherd,,,,,,shepherd
,,,,,,,sheppard,,,,,,sheppard
,,,,,,,sherman,,,,,,sherman
,,,,shes,,,,,,,True,,shes
,,,,,,,shields,,,,,,shields
,,,,shift,,,,shift,,,,,shift
,,,,,,,,shifted,,True,,,shifted
,,,,,,,,shifting,,,,True,shifting
,,,,shifts,,,,,,,True,,shifts
,,,shiloh,,,shiloh,,,,,,,shiloh
,,,,shine,,,,shine,,,,,shine
,,,,,,,,shined,,True,,,shined
,,,,shines,,,,,,,True,,shines
,,,,,,,,shining,,,,True,shining
,,,,ship,,,,ship,,,,,ship
,,,,,,,,shiped,,True,,,shiped
,,,,,,,,shiping,,,,True,shiping
,,,,ships,,,,,,,True,,ships
,,,,shirt,,,,,,,,,shirt
,,,,shirts,,,,,,,True,,shirts
shl,,,,,,,,,,,,,shl
shls,,,,,,,,,,,,,shls
,,,shmuel,,,,,,,,,,shmuel
shoal,,,,,,,,,,,,,shoal
shoals,,,,,,,,,,,,,shoals
shoar,,,,,,,,,,,,,shoar
shoars,,,,,,,,,,,,,shoars
,,,,shock,,,,shock,,,,,shock
,,,,,,,,shocked,,True,,,shocked
,,,,,,,,shocking,,,,True,shocking
,,,,shocks,,,,,,,True,,shocks
,,,,shoe,,,,shoe,,,,,shoe
,,,,,,,,shoed,,True,,,shoed
,,,,shoes,,,,,,,True,,shoes
,,,,,,,,shoing,,,,True,shoing
,,,,,,,,shone,True,,,,shone
,,,,,,,,shook,,True,,,shook
,,,,shoot,,,,shoot,,,,,shoot
,,,,,,,,shooted,,True,,,shooted
,,,,,,,,shooting,,,,True,shooting
,,,,shoots,,,,,,,True,,shoots
,,,,shop,,,,shop,,,,,shop
,,,,,,,,shoped,,True,,,shoped
,,,,,,,,shoping,,,,True,shoping
,,,,shopping,,,,,,,,,shopping
,,,,shoppings,,,,,,,True,,shoppings
,,,,shops,,,,,,,True,,shops
shore,,,,,,,,,,,,,shore
shores,,,,,,,,,,,,,shores
,short,short,,,,,short,,,,,,short
,shot,,,shot,,,,shot,True,,,,shot
,,,,shots,,,,,,,True,,shots
,,,,shoulder,,,,shoulder,,,,,shoulder
,,,,,,,,shouldered,,True,,,shouldered
,,,,,,,,shouldering,,,,True,shouldering
,,,,shoulders,,,,,,,True,,shoulders
,,,,show,,,,show,,,,,show
,,,,,,,,showed,,True,,,showed
,,,,shower,,,,shower,,,,,shower
,,,,,,,,showered,,True,,,showered
,,,,,,,,showering,,,,True,showering
,,,,showers,,,,,,,True,,showers
,,,,,,,,showing,,,,True,showing
,,,,,,,,shown,True,,,,shown
,,,,shows,,,,,,,True,,shows
shr,,,,,,,,,,,,,shr
shrs,,,,,,,,,,,,,shrs
,,,,,,,,shut,True,,,,shut
,sick,,,sick,,,,,,,,,sick
,,,,sicks,,,,,,,True,,sicks
,,,,side,,,,side,,,,,side
,,,,,,,,sided,,True,,,sided
,,,,sides,,,,,,,True,,sides
,,,,,,,,siding,,,,True,siding
,,,siena,,,siena,,,,,,,siena
,,,sienna,,,sienna,,,,,,,sienna
,,,sierra,,,sierra,sierra,,,,,,sierra
,,,,sign,,,,sign,,,,,sign
,signal,,,signal,,,,,,,,,signal
,,,,signals,,,,,,,True,,signals
,,,,signature,,,,,,,,,signature
,,,,signatures,,,,,,,True,,signatures
,,,,,,,,signed,,True,,,signed
,,,,significance,,,,,,,,,significance
,,,,significances,,,,,,,True,,significances
,significant,,,,,,,,,,,,significant
,,significantly,,,,,,,,,,,significantly
,,,,,,,,signing,,,,True,signing
,,,,signs,,,,,,,True,,signs
,,,silas,,,,,,,,,,silas
,,,,sillies,,,,,,,True,,sillies
,silly,,,silly,,,,,,,,,silly
,,,,,,,silva,,,,,,silva
,silver,,,silver,,,,,,,,,silver
,,,,silvers,,,,,,,True,,silvers
,,,simeon,,,,,,,,,,simeon
,similar,,,,,,,,,,,,similar
,,similarly,,,,,,,,,,,similarly
,,,,,,,simmons,,,,,,simmons
,,,simon,,,,simon,,,,,,simon
,,,simone,,,simone,,,,,,,simone
,simple,,,simple,,,,,,,,,simple
,,,,simples,,,,,,,True,,simples
,,simply,,,,,,,,,,,simply
,,,,,,,simpson,,,,,,simpson
,,,,,,,sims,,,,,,sims
,,since,,,since,,,,,,,,since
,,,sincere,,,,,,,,,,sincere
,,,,sing,,,,sing,,,,,sing
,,,,,,,,singed,,True,,,singed
,,,,singer,,,,,,,,,singer
,,,,singers,,,,,,,True,,singers
,,,,,,,singh,,,,,,singh
,,,,,,,,singing,,,,True,singing
,single,,,single,,,,,,,,,single
,,,,singles,,,,,,,True,,singles
,,,,,,,singleton,,,,,,singleton
,,,,sings,,,,,,,True,,sings
,,,,sink,,,,sink,,,,,sink
,,,,,,,,sinked,,True,,,sinked
,,,,,,,,sinking,,,,True,sinking
,,,,sinks,,,,,,,True,,sinks
,,,,sir,,,,,,,,,sir
,,,,sirs,,,,,,,True,,sirs
,,,,sister,,,,,,,,,sister
,,,,sisters,,,,,,,True,,sisters
,,,,,,,,sit,,,,,sit
,,,,site,,,,site,,,,,site
,,,,,,,,sited,,True,,,sited
,,,,sites,,,,,,,True,,sites
,,,,,,,,siting,,,,True,siting
,,,,situation,,,,,,,,,situation
,,,,situations,,,,,,,True,,situations
,,,,size,,,,size,,,,,size
,,,,,,,,sized,,True,,,sized
,,,,sizes,,,,,,,True,,sizes
,,,,,,,,sizing,,,,True,sizing
,,,,skies,,,,,,,True,,skies
,,,,skill,,,,,,,,,skill
,,,,skills,,,,,,,True,,skills
,,,,skin,,,,skin,,,,,skin
,,,,,,,,skined,,True,,,skined
,,,,,,,,skining,,,,True,skining
,,,,,,,skinner,,,,,,skinner
,,,,skins,,,,,,,True,,skins
,,,,skirt,,,,skirt,,,,,skirt
,,,,,,,,skirted,,True,,,skirted
,,,,,,,,skirting,,,,True,skirting
,,,,skirts,,,,,,,True,,skirts
skwy,,,,,,,,,,,,,skwy
,,,sky,sky,,sky,,sky,,,,,sky
,,,skye,,,skye,,,,,,,skye
,,,,,,,,skyed,,True,,,skyed
,,,,,,,,skying,,,,True,skying
,,,skyla,,,skyla,,,,,,,skyla
,,,skylar,,,skylar,,,,,,,skylar
,,,skyler,,,skyler,,,,,,,skyler
skyway,,,,,,,,,,,,,skyway
,,,,sleep,,,,sleep,,,,,sleep
,,,,,,,,sleeped,,True,,,sleeped
,,,,,,,,sleeping,,,,True,sleeping
,,,,sleeps,,,,,,,True,,sleeps
,,,,,,,,slept,True,,,,slept
,,,,slice,,,,slice,,,,,slice
,,,,,,,,sliced,,True,,,sliced
,,,,slices,,,,,,,True,,slices
,,,,,,,,slicing,,,,True,slicing
,,,,,,,,slid,True,,,,slid
,,,,slide,,,,slide,,,,,slide
,,,,,,,,slided,,True,,,slided
,,,,slides,,,,,,,True,,slides
,,,,,,,,sliding,,,,True,sliding
,slight,,,,,,,slight,,,,,slight
,,,,,,,,slighted,,True,,,slighted
,,,,,,,,slighting,,,,True,slighting
,,slightly,,,,,,,,,,,slightly
,,,,slip,,,,slip,,,,,slip
,,,,,,,,sliped,,True,,,sliped
,,,,,,,,sliping,,,,True,sliping
,,,,slips,,,,,,,True,,slips
,,,sloan,,,sloan,sloan,,,,,,sloan
,,,sloane,,,sloane,,,,,,,sloane
,slow,slow,,,,,,,,,,,slow
,,slowly,,,,,,,,,,,slowly
,small,small,,,,,small,,,,,,small
,smart,,,,,,,smart,,,,,smart
,,,,,,,,smarted,,True,,,smarted
,,,,,,,,smarting,,,,True,smarting
,,,,smell,,,,smell,,,,,smell
,,,,,,,,smelled,True,True,,,smelled
,,,,,,,,smelling,,,,True,smelling
,,,,smells,,,,,,,True,,smells
,,,,,,,,smelt,,True,,,smelt
,,,,smile,,,,smile,,,,,smile
,,,,,,,,smiled,,True,,,smiled
,,,,smiles,,,,,,,True,,smiles
,,,,,,,,smiling,,,,True,smiling
,,,,,,,smith,,,,,,smith
,,,,smoke,,,,smoke,,,,,smoke
,,,,,,,,smoked,,True,,,smoked
,,,,smokes,,,,,,,True,,smokes
,,,,,,,,smoking,,,,True,smoking
,smooth,smooth,,,,,,,,,,,smooth
smt,,,,,,,,,,,,,smt
,,,,snow,,,snow,snow,,,,,snow
,,,,,,,,snowed,,True,,,snowed
,,,,,,,,snowing,,,,True,snowing
,,,,snows,,,,,,,True,,snows
,,,,,,,snyder,,,,,,snyder
,,so,,,,,,,,,,,so
,,,,societies,,,,,,,True,,societies
,,,,society,,,,,,,,,society
,,,,sock,,,,sock,,,,,sock
,,,,,,,,socked,,True,,,socked
,,,,,,,,socking,,,,True,socking
,,,,socks,,,,,,,True,,socks
,,,sofia,,,sofia,,,,,,,sofia
,soft,,,soft,,,,,,,,,soft
,,,,softs,,,,,,,True,,softs
,,,,software,,,,,,,,,software
,,,,softwares,,,,,,,True,,softwares
,,,,soil,,,,soil,,,,,soil
,,,,,,,,soiled,,True,,,soiled
,,,,,,,,soiling,,,,True,soiling
,,,,soils,,,,,,,True,,soils
,,,,,,,,sold,True,,,,sold
,solid,,,solid,,,,,,,,,solid
,,,,solids,,,,,,,True,,solids
,,,,,,,solis,,,,,,solis
,,,solomon,,,,solomon,,,,,,solomon
,,,,solution,,,,,,,,,solution
,,,,solutions,,,,,,,True,,solutions
,,,,,,,,solve,,,,,solve
,,,,,,,,solved,,True,,,solved
,,,,,,,,solving,,,,True,solving
,some,,,,,some,,,,,,,some
,,,,,,somebody,,,,,,,somebody
,,somehow,,,,,,,,,,,somehow
,,,,,,someone,,,,,,,someone
,,,,,,something,,,,,,,something
,,sometimes,,,,,,,,,,,sometimes
,,somewhat,,,,,,,,,,,somewhat
,,somewhere,,somewhere,,,,,,,,,somewhere
,,,,somewheres,,,,,,,True,,somewheres
,,,,son,,,,,,,,,son
,,,,song,,,,,,,,,song
,,,,songs,,,,,,,True,,songs
,,,sonia,,,sonia,,,,,,,sonia
,,,sonny,,,,,,,,,,sonny
,,,,sons,,,,,,,True,,sons
,,soon,,,,,,,,,,,soon
,,,sophia,,,sophia,,,,,,,sophia
,,,sophie,,,sophie,,,,,,,sophie
,,,soren,,,,,,,,,,soren
,sorry,,,,,,,,,,,,sorry
,,,,sort,,,,sort,,,,,sort
,,,,,,,,sorted,,True,,,sorted
,,,,,,,,sorting,,,,True,sorting
,,,,sorts,,,,,,,True,,sorts
,,,,,,,sosa,,,,,,sosa
,,,,,,,soto,,,,,,soto
,,,,,,,,sought,True,,,,sought
,,,,sound,,,,sound,,,,,sound
,,,,,,,,sounded,,True,,,sounded
,,,,,,,,sounding,,,,True,sounding
,,,,sounds,,,,,,,True,,sounds
,,,,soup,,,,,,,,,soup
,,,,soups,,,,,,,True,,soups
,,,,source,,,,source,,,,,source
,,,,,,,,sourced,,True,,,sourced
,,,,sources,,,,,,,True,,sources
,,,,,,,,sourcing,,,,True,sourcing
,south,,,south,,,,,,,,,south
,southern,,,,,,,,,,,,southern
,,,,souths,,,,,,,True,,souths
,,,,space,,,,space,,,,,space
,,,,,,,,spaced,,True,,,spaced
,,,,spaces,,,,,,,True,,spaces
,,,,,,,,spacing,,,,True,spacing
,spare,,,spare,,,,,,,,,spare
,,,,spares,,,,,,,True,,spares
,,,,,,,sparks,,,,,,sparks
,,,,,,,,speak,,,,,speak
,,,,,,,,speaked,,True,,,speaked
,,,,speaker,,,,,,,,,speaker
,,,,speakers,,,,,,,True,,speakers
,,,,,,,,speaking,,,,True,speaking
,,,,,,,spears,,,,,,spears
,special,,,special,,,,,,,,,special
,specialist,,,specialist,,,,,,,,,specialist
,,,,specialists,,,,,,,True,,specialists
,,,,specials,,,,,,,True,,specials
,specific,,,specific,,,,,,,,,specific
,,specifically,,,,,,,,,,,specifically
,,,,specifics,,,,,,,True,,specifics
,,,,,,,,specify,,,,,specify
,,,,,,,,specifyed,,True,,,specifyed
,,,,,,,,specifying,,,,True,specifying
,,,,speech,,,,,,,,,speech
,,,,speechs,,,,,,,True,,speechs
,,,,speed,,,,speed,,,,,speed
,,,,,,,,speeded,,True,,,speeded
,,,,,,,,speeding,,,,True,speeding
,,,,speeds,,,,,,,True,,speeds
,,,,spell,,,,spell,,,,,spell
,,,,,,,,spelled,True,True,,,spelled
,,,,,,,,spelling,,,,True,spelling
,,,,spells,,,,,,,True,,spells
,,,,,,,,spelt,,True,,,spelt
,,,,,,,spence,,,,,,spence
,,,spencer,,,spencer,spencer,,,,,,spencer
,,,,spend,,,,spend,,,,,spend
,,,,,,,,spended,,True,,,spended
,,,,,,,,spending,,,,True,spending
,,,,spends,,,,,,,True,,spends
,,,,,,,,spent,True,,,,spent
spg,,,,,,,,,,,,,spg
spgs,,,,,,,,,,,,,spgs
,,,,spirit,,,,spirit,,,,,spirit
,,,,,,,,spirited,,True,,,spirited
,,,,,,,,spiriting,,,,True,spiriting
,,,,spirits,,,,,,,True,,spirits
,spiritual,,,spiritual,,,,,,,,,spiritual
,,,,spirituals,,,,,,,True,,spirituals
,,,,spite,,,,spite,,,,,spite
,,,,,,,,spited,,True,,,spited
,,,,spites,,,,,,,True,,spites
,,,,,,,,spiting,,,,True,spiting
,,,,split,,,,split,True,,,,split
,,,,splits,,,,,,,True,,splits
spng,,,,,,,,,,,,,spng
spngs,,,,,,,,,,,,,spngs
,,,,,,,,spoke,,True,,,spoke
,,,,,,,,spoken,True,,,,spoken
,,,,sport,,,,sport,,,,,sport
,,,,,,,,sported,,True,,,sported
,,,,,,,,sporting,,,,True,sporting
,,,,sports,,,,,,,True,,sports
,,,,spot,,,,spot,,,,,spot
,,,,,,,,spoted,,True,,,spoted
,,,,,,,,spoting,,,,True,spoting
,,,,spots,,,,,,,True,,spots
,,,,spray,,,,spray,,,,,spray
,,,,,,,,sprayed,,True,,,sprayed
,,,,,,,,spraying,,,,True,spraying
,,,,sprays,,,,,,,True,,sprays
,,,,spread,,,,spread,True,,,,spread
,,,,spreads,,,,,,,True,,spreads
spring,,,,spring,,,,spring,,,,,spring
,,,,,,,,springed,,True,,,springed
,,,,,,,,springing,,,,True,springing
springs,,,,springs,,,,,,,True,,springs
sprng,,,,,,,,,,,,,sprng
sprngs,,,,,,,,,,,,,sprngs
spur,,,,,,,,,,,,,spur
spurs,,,,,,,,,,,,,spurs
sq,,,,,,,,,,,,,sq
sqr,,,,,,,,,,,,,sqr
sqre,,,,,,,,,,,,,sqre
sqrs,,,,,,,,,,,,,sqrs
sqs,,,,,,,,,,,,,sqs
squ,,,,,,,,,,,,,squ
square,square,,,square,,,,,,,,,square
squares,,,,squares,,,,,,,True,,squares
st,,,,,,,,,,,,,st
sta,,,,,,,,,,,,,sta
,,,,stable,,,,stable,,,,,stable
,,,,,,,,stabled,,True,,,stabled
,,,,stables,,,,,,,True,,stables
,,,,,,,,stabling,,,,True,stabling
,,,,staff,,,,staff,,,,,staff
,,,,,,,,staffed,,True,,,staffed
,,,,,,,,staffing,,,,True,staffing
,,,,,,,stafford,,,,,,stafford
,,,,staffs,,,,,,,True,,staffs
,,,,stage,,,,stage,,,,,stage
,,,,,,,,staged,,True,,,staged
,,,,stages,,,,,,,True,,stages
,,,,,,,,staging,,,,True,staging
,,,,stand,,,,stand,,,,,stand
,standard,,,standard,,,,,,,,,standard
,,,,standards,,,,,,,True,,standards
,,,,,,,,standed,,True,,,standed
,,,,,,,,standing,,,,True,standing
,,,,stands,,,,,,,True,,stands
,,,stanley,,,,stanley,,,,,,stanley
,,,,,,,stanton,,,,,,stanton
,,,,star,,,,star,,,,,star
,,,,,,,,stared,,True,,,stared
,,,,,,,,staring,,,,True,staring
,,,,,,,stark,,,,,,stark
,,,,stars,,,,,,,True,,stars
,,,,start,,,,start,,,,,start
,,,,,,,,started,,True,,,started
,,,,,,,,starting,,,,True,starting
,,,,starts,,,,,,,True,,starts
,,,,state,,,,state,,,,,state
,,,,,,,,stated,,True,,,stated
,,,,statement,,,,,,,,,statement
,,,,statements,,,,,,,True,,statements
,,,,states,,,,,,,True,,states
,,,,,,,,stating,,,,True,stating
station,,,,station,,,,station,,,,,station
,,,,,,,,stationed,,True,,,stationed
,,,,,,,,stationing,,,,True,stationing
,,,,stations,,,,,,,True,,stations
statn,,,,,,,,,,,,,statn
,status,,,status,,,,,,,,,status
,,,,statuses,,,,,,,True,,statuses
,,,,stay,,,,stay,,,,,stay
,,,,,,,,stayed,,True,,,stayed
,,,,,,,,staying,,,,True,staying
,,,,stays,,,,,,,True,,stays
,,,,steak,,,,,,,,,steak
,,,,steaks,,,,,,,True,,steaks
,,,,steal,,,,steal,,,,,steal
,,,,,,,,stealed,,True,,,stealed
,,,,,,,,stealing,,,,True,stealing
,,,,steals,,,,,,,True,,steals
,,,,,,,steele,,,,,,steele
,,,stefan,,,,,,,,,,stefan
,,,,,,,stein,,,,,,stein
,,,stella,,,stella,,,,,,,stella
,,,,step,,,,step,,,,,step
,,,,,,,,steped,,True,,,steped
,,,stephanie,,,stephanie,,,,,,,stephanie
,,,stephen,,,,,,,,,,stephen
,,,,,,,stephens,,,,,,stephens
,,,,,,,stephenson,,,,,,stephenson
,,,,,,,,steping,,,,True,steping
,,,,steps,,,,,,,True,,steps
,,,sterling,,,,,,,,,,sterling
,,,stetson,,,,,,,,,,stetson
,,,steven,,,,,,,,,,steven
,,,,,,,stevens,,,,,,stevens
,,,,,,,stevenson,,,,,,stevenson
,,,stevie,,,stevie,,,,,,,stevie
,,,,,,,stewart,,,,,,stewart
,,,,stick,,,,stick,,,,,stick
,,,,,,,,sticked,,True,,,sticked
,,,,,,,,sticking,,,,True,sticking
,,,,sticks,,,,,,,True,,sticks
,still,,,still,,,,,,,,,still
,,,,stills,,,,,,,True,,stills
stn,,,,,,,,,,,,,stn
,stock,,,stock,,,,,,,,,stock
,,,,stocks,,,,,,,True,,stocks
,,,,,,,stokes,,,,,,stokes
,,,,,,,,stole,,True,,,stole
,,,,,,,,stolen,True,,,,stolen
,,,,stomach,,,,stomach,,,,,stomach
,,,,,,,,stomached,,True,,,stomached
,,,,,,,,stomaching,,,,True,stomaching
,,,,stomachs,,,,,,,True,,stomachs
,,,,,,,stone,,,,,,stone
,,,,,,,,stood,True,,,,stood
,,,,stop,,,,stop,,,,,stop
,,,,,,,,stoped,,True,,,stoped
,,,,,,,,stoping,,,,True,stoping
,,,,stops,,,,,,,True,,stops
,,,,storage,,,,,,,,,storage
,,,,storages,,,,,,,True,,storages
,,,,store,,,,store,,,,,store
,,,,,,,,stored,,True,,,stored
,,,,stores,,,,,,,True,,stores
,,,,stories,,,,,,,True,,stories
,,,,,,,,storing,,,,True,storing
,,,,storm,,,,storm,,,,,storm
,,,,,,,,stormed,,True,,,stormed
,,,,,,,,storming,,,,True,storming
,,,,storms,,,,,,,True,,storms
,,,,story,,,,,,,,,story
,,,,,,,stout,,,,,,stout
str,,,,,,,,,,,,,str
stra,,,,,,,,,,,,,stra
,straight,straight,,,,,,,,,,,straight
,,,,strain,,,,strain,,,,,strain
,,,,,,,,strained,,True,,,strained
,,,,,,,,straining,,,,True,straining
,,,,strains,,,,,,,True,,strains
,strange,strange,,,,,,,,,,,strange
,,,,stranger,,,,,,,,,stranger
,,,,strangers,,,,,,,True,,strangers
,,,,strategies,,,,,,,True,,strategies
,,,,strategy,,,,,,,,,strategy
strav,,,,,,,,,,,,,strav
straven,,,,,,,,,,,,,straven
stravenue,,,,,,,,,,,,,stravenue
stravn,,,,,,,,,,,,,stravn
stream,,,,,,,,,,,,,stream
street,street,,,street,,,,,,,,,street
streets,,,,streets,,,,,,,True,,streets
streme,,,,,,,,,,,,,streme
,,,,strength,,,,,,,,,strength
,,,,strengths,,,,,,,True,,strengths
,,,,stress,,,,stress,,,,,stress
,,,,,,,,stressed,,True,,,stressed
,,,,stresses,,,,,,,True,,stresses
,,,,,,,,stressing,,,,True,stressing
,,,,stretch,,,,stretch,,,,,stretch
,,,,,,,,stretched,,True,,,stretched
,,,,,,,,stretching,,,,True,stretching
,,,,stretchs,,,,,,,True,,stretchs
,,,,,,,strickland,,,,,,strickland
,strict,,,,,,,,,,,,strict
,,,,strike,,,,strike,,,,,strike
,,,,,,,,striked,,True,,,striked
,,,,strikes,,,,,,,True,,strikes
,,,,,,,,striking,,,,True,striking
,,,,string,,,,string,,,,,string
,,,,,,,,stringed,,True,,,stringed
,,,,,,,,stringing,,,,True,stringing
,,,,strings,,,,,,,True,,strings
,,,,strip,,,,strip,,,,,strip
,,,,,,,,striped,,True,,,striped
,,,,,,,,striping,,,,True,striping
,,,,strips,,,,,,,True,,strips
strm,,,,,,,,,,,,,strm
,,,,stroke,,,,stroke,,,,,stroke
,,,,,,,,stroked,,True,,,stroked
,,,,strokes,,,,,,,True,,strokes
,,,,,,,,stroking,,,,True,stroking
,strong,,,,,,strong,,,,,,strong
,,strongly,,,,,,,,,,,strongly
strt,,,,,,,,,,,,,strt
,,,,,,,,struck,True,,,,struck
,,,,structure,,,,structure,,,,,structure
,,,,,,,,structured,,True,,,structured
,,,,structures,,,,,,,True,,structures
,,,,,,,,structuring,,,,True,structuring
,,,,struggle,,,,struggle,,,,,struggle
,,,,,,,,struggled,,True,,,struggled
,,,,struggles,,,,,,,True,,struggles
,,,,,,,,struggling,,,,True,struggling
strvn,,,,,,,,,,,,,strvn
strvnue,,,,,,,,,,,,,strvnue
sts,,,,,,,,,,,,,sts
,,,,,,,stuart,,,,,,stuart
,,,,,,,,stuck,True,,,,stuck
,,,,student,,,,,,,,,student
,,,,students,,,,,,,True,,students
,,,,studies,,,,,,,True,,studies
,,,,studio,,,,,,,,,studio
,,,,studios,,,,,,,True,,studios
,,,,study,,,,study,,,,,study
,,,,,,,,studyed,,True,,,studyed
,,,,,,,,studying,,,,True,studying
,,,,stuff,,,,stuff,,,,,stuff
,,,,,,,,stuffed,,True,,,stuffed
,,,,,,,,stuffing,,,,True,stuffing
,,,,stuffs,,,,,,,True,,stuffs
,stupid,,,stupid,,,,,,,,,stupid
,,,,stupids,,,,,,,True,,stupids
,,,,style,,,,style,,,,,style
,,,,,,,,styled,,True,,,styled
,,,,styles,,,,,,,True,,styles
,,,,,,,,styling,,,,True,styling
,,,,,,,suarez,,,,,,suarez
,subject,,,subject,,,,,,,,,subject
,,,,subjects,,,,,,,True,,subjects
,,,,,,,,submit,,,,,submit
,,,,,,,,submited,,True,,,submited
,,,,,,,,submiting,,,,True,submiting
,,,,substance,,,,,,,,,substance
,,,,substances,,,,,,,True,,substances
,substantial,,,,,,,,,,,,substantial
,,,,,,,,succeed,,,,,succeed
,,,,,,,,succeeded,,True,,,succeeded
,,,,,,,,succeeding,,,,True,succeeding
,,,,success,,,,,,,,,success
,,,,successes,,,,,,,True,,successes
,successful,,,,,,,,,,,,successful
,,successfully,,,,,,,,,,,successfully
,such,such,,,,,,,,,,,such
,,,,suck,,,,suck,,,,,suck
,,,,,,,,sucked,,True,,,sucked
,,,,,,,,sucking,,,,True,sucking
,,,,sucks,,,,,,,True,,sucks
,sudden,,,,,,,,,,,,sudden
,,suddenly,,,,,,,,,,,suddenly
,,,,,,,,suffer,,,,,suffer
,,,,,,,,suffered,,True,,,suffered
,,,,,,,,suffering,,,,True,suffering
,sufficient,,,,,,,,,,,,sufficient
,,,,sugar,,,,sugar,,,,,sugar
,,,,,,,,sugared,,True,,,sugared
,,,,,,,,sugaring,,,,True,sugaring
,,,,sugars,,,,,,,True,,sugars
,,,,,,,,suggest,,,,,suggest
,,,,,,,,suggested,,True,,,suggested
,,,,,,,,suggesting,,,,True,suggesting
,,,,suggestion,,,,,,,,,suggestion
,,,,suggestions,,,,,,,True,,suggestions
,,,,suit,,,,suit,,,,,suit
,suitable,,,,,,,,,,,,suitable
,,,,,,,,suited,,True,,,suited
,,,,,,,,suiting,,,,True,suiting
,,,,suits,,,,,,,True,,suits
,,,sullivan,,,,sullivan,,,,,,sullivan
sumit,,,,,,,,,,,,,sumit
sumitt,,,,,,,,,,,,,sumitt
,,,summer,summer,,summer,,summer,,,,,summer
,,,,,,,,summered,,True,,,summered
,,,,,,,,summering,,,,True,summering
,,,,summers,,,summers,,,,True,,summers
summit,,,,,,,,,,,,,summit
,,,,sun,,,,sun,,,,,sun
,,,,,,,,suned,,True,,,suned
,,,,,,,,suning,,,,True,suning
,,,,,,,,sunk,True,,,,sunk
,,,sunny,,,sunny,,,,,,,sunny
,,,,suns,,,,,,,True,,suns
,super,super,,,,,,,,,,,super
,,,,supermarket,,,,,,,,,supermarket
,,,,supermarkets,,,,,,,True,,supermarkets
,,,,,,,,supply,,,,,supply
,,,,,,,,supplyed,,True,,,supplyed
,,,,,,,,supplying,,,,True,supplying
,,,,support,,,,support,,,,,support
,,,,,,,,supported,,True,,,supported
,,,,,,,,supporting,,,,True,supporting
,,,,supports,,,,,,,True,,supports
,,,,,,,,suppose,,,,,suppose
,,,,,,,,supposed,,True,,,supposed
,,,,,,,,supposing,,,,True,supposing
,sure,sure,,,,,,,,,,,sure
,,,,surgeries,,,,,,,True,,surgeries
,,,,surgery,,,,,,,,,surgery
,,,,surprise,,,,surprise,,,,,surprise
,,,,,,,,surprised,,True,,,surprised
,,,,,,,,surpriseded,,True,,,surpriseded
,,,,surprises,,,,,,,True,,surprises
,,,,,,,,surprising,,,,True,surprising
,,,,surround,,,,surround,,,,,surround
,,,,,,,,surrounded,,True,,,surrounded
,,,,,,,,surrounding,,,,True,surrounding
,,,,surrounds,,,,,,,True,,surrounds
,,,,survey,,,,survey,,,,,survey
,,,,,,,,surveyed,,True,,,surveyed
,,,,,,,,surveying,,,,True,surveying
,,,,surveys,,,,,,,True,,surveys
,,,,,,,,survive,,,,,survive
,,,,,,,,survived,,True,,,survived
,,,,,,,,surviving,,,,True,surviving
,,,susan,,,susan,,,,,,,susan
,,,,suspect,,,,suspect,,,,,suspect
,,,,,,,,suspected,,True,,,suspected
,,,,,,,,suspecting,,,,True,suspecting
,,,,suspects,,,,,,,True,,suspects
