term,"dict_address","dict_adjective","dict_adverb","dict_first_name","dict_medical","dict_noun","dict_preposition","dict_pronoun","dict_surname","dict_verb","past_participle","past_tense",plural,"present_tense"
speaking,,,,,,,,,,speaking,,,,True
spears,,,,,,,,,spears,,,,,
special,,special,,,,special,,,,,,,,
specialist,,specialist,,,,specialist,,,,,,,,
specialists,,,,,,specialists,,,,,,,True,
specials,,,,,,specials,,,,,,,True,
specific,,specific,,,,specific,,,,,,,,
specifically,,,specifically,,,,,,,,,,,
specifics,,,,,,specifics,,,,,,,True,
specify,,,,,,,,,,specify,,,,
specifyed,,,,,,,,,,specifyed,,True,,
specifying,,,,,,,,,,specifying,,,,True
speech,,,,,,speech,,,,,,,,
speechs,,,,,,speechs,,,,,,,True,
speed,,,,,,speed,,,,speed,,,,
speeded,,,,,,,,,,speeded,,True,,
speeding,,,,,,,,,,speeding,,,,True
speeds,,,,,,speeds,,,,,,,True,
spell,,,,,,spell,,,,spell,,,,
spelled,,,,,,,,,,spelled,True,True,,
spelling,,,,,,,,,,spelling,,,,True
spells,,,,,,spells,,,,,,,True,
spelt,,,,,,,,,,spelt,,True,,
spence,,,,,,,,,spence,,,,,
spencer,,,,spencer,,,,,spencer,,,,,
spend,,,,,,spend,,,,spend,,,,
spended,,,,,,,,,,spended,,True,,
spending,,,,,,,,,,spending,,,,True
spends,,,,,,spends,,,,,,,True,
spent,,,,,,,,,,spent,True,,,
spg,spg,,,,,,,,,,,,,
spgs,spgs,,,,,,,,,,,,,
spirit,,,,,,spirit,,,,spirit,,,,
spirited,,,,,,,,,,spirited,,True,,
spiriting,,,,,,,,,,spiriting,,,,True
spirits,,,,,,spirits,,,,,,,True,
spiritual,,spiritual,,,,spiritual,,,,,,,,
spirituals,,,,,,spirituals,,,,,,,True,
spite,,,,,,spite,,,,spite,,,,
spited,,,,,,,,,,spited,,True,,
spites,,,,,,spites,,,,,,,True,
spiting,,,,,,,,,,spiting,,,,True
split,,,,,,split,,,,split,True,,,
splits,,,,,,splits,,,,,,,True,
spng,spng,,,,,,,,,,,,,
spngs,spngs,,,,,,,,,,,,,
spoke,,,,,,,,,,spoke,,True,,
spoken,,,,,,,,,,spoken,True,,,
sport,,,,,,sport,,,,sport,,,,
sported,,,,,,,,,,sported,,True,,
sporting,,,,,,,,,,sporting,,,,True
sports,,,,,,sports,,,,,,,True,
spot,,,,,,spot,,,,spot,,,,
spoted,,,,,,,,,,spoted,,True,,
spoting,,,,,,,,,,spoting,,,,True
spots,,,,,,spots,,,,,,,True,
spray,,,,,,spray,,,,spray,,,,
sprayed,,,,,,,,,,sprayed,,True,,
spraying,,,,,,,,,,spraying,,,,True
sprays,,,,,,sprays,,,,,,,True,
spread,,,,,,spread,,,,spread,True,,,
spreads,,,,,,spreads,,,,,,,True,
spring,spring,,,,,spring,,,,spring,,,,
springed,,,,,,,,,,springed,,True,,
springing,,,,,,,,,,springing,,,,True
springs,springs,,,,,springs,,,,,,,True,
sprng,sprng,,,,,,,,,,,,,
sprngs,sprngs,,,,,,,,,,,,,
spur,spur,,,,,,,,,,,,,
spurs,spurs,,,,,,,,,,,,,
sq,sq,,,,,,,,,,,,,
sqr,sqr,,,,,,,,,,,,,
sqre,sqre,,,,,,,,,,,,,
sqrs,sqrs,,,,,,,,,,,,,
sqs,sqs,,,,,,,,,,,,,
squ,squ,,,,,,,,,,,,,
square,square,square,,,,square,,,,,,,,
squares,squares,,,,,squares,,,,,,,True,
st,st,,,,,,,,,,,,,
sta,sta,,,,,,,,,,,,,
stable,,,,,,stable,,,,stable,,,,
stabled,,,,,,,,,,stabled,,True,,
stables,,,,,,stables,,,,,,,True,
stabling,,,,,,,,,,stabling,,,,True
staff,,,,,,staff,,,,staff,,,,
staffed,,,,,,,,,,staffed,,True,,
staffing,,,,,,,,,,staffing,,,,True
stafford,,,,,,,,,stafford,,,,,
staffs,,,,,,staffs,,,,,,,True,
stage,,,,,,stage,,,,stage,,,,
staged,,,,,,,,,,staged,,True,,
stages,,,,,,stages,,,,,,,True,
staging,,,,,,,,,,staging,,,,True
stain,,,,,,,,,,stain,,,,
stained,,,,,,,,,,stained,,True,,
stand,,,,,,stand,,,,stand,,,,
standard,,standard,,,,standard,,,,,,,,
standards,,,,,,standards,,,,,,,True,
standed,,,,,,,,,,standed,,True,,
standing,,,,,,,,,,standing,,,,True
stands,,,,,,stands,,,,,,,True,
stanley,,,,stanley,,,,,stanley,,,,,
stanton,,,,,,,,,stanton,,,,,
star,,,,,,star,,,,star,,,,
stared,,,,,,,,,,stared,,True,,
staring,,,,,,,,,,staring,,,,True
stark,,,,,,,,,stark,,,,,
stars,,,,,,stars,,,,,,,True,
start,,,,,,start,,,,start,,,,
started,,,,,,,,,,started,,True,,
starting,,,,,,,,,,starting,,,,True
starts,,,,,,starts,,,,,,,True,
state,,,,,,state,,,,state,,,,
stated,,,,,,,,,,stated,,True,,
statement,,,,,,statement,,,,,,,,
statements,,,,,,statements,,,,,,,True,
states,,,,,,states,,,,,,,True,
stating,,,,,,,,,,stating,,,,True
station,station,,,,,station,,,,station,,,,
stationed,,,,,,,,,,stationed,,True,,
stationing,,,,,,,,,,stationing,,,,True
stations,,,,,,stations,,,,,,,True,
statn,statn,,,,,,,,,,,,,
status,,status,,,,status,,,,,,,,
statuses,,,,,,statuses,,,,,,,True,
stay,,,,,,stay,,,,stay,,,,
stayed,,,,,,,,,,stayed,,True,,
staying,,,,,,,,,,staying,,,,True
stays,,,,,,stays,,,,,,,True,
steak,,,,,,steak,,,,,,,,
steaks,,,,,,steaks,,,,,,,True,
steal,,,,,,steal,,,,steal,,,,
stealed,,,,,,,,,,stealed,,True,,
stealing,,,,,,,,,,stealing,,,,True
steals,,,,,,steals,,,,,,,True,
steele,,,,,,,,,steele,,,,,
stefan,,,,stefan,,,,,,,,,,
stein,,,,,,,,,stein,,,,,
stella,,,,stella,,,,,,,,,,
step,,,,,,step,,,,step,,,,
steped,,,,,,,,,,steped,,True,,
stephanie,,,,stephanie,,,,,,,,,,
stephen,,,,stephen,,,,,,,,,,
stephens,,,,,,,,,stephens,,,,,
stephenson,,,,,,,,,stephenson,,,,,
steping,,,,,,,,,,steping,,,,True
steps,,,,,,steps,,,,,,,True,
sterling,,,,sterling,,,,,,,,,,
stetson,,,,stetson,,,,,,,,,,
steven,,,,steven,,,,,,,,,,
stevens,,,,,,,,,stevens,,,,,
stevenson,,,,,,,,,stevenson,,,,,
stevie,,,,stevie,,,,,,,,,,
stewart,,,,,,,,,stewart,,,,,
stick,,,,,,stick,,,,stick,,,,
sticked,,,,,,,,,,sticked,,True,,
sticking,,,,,,,,,,sticking,,,,True
sticks,,,,,,sticks,,,,,,,True,
still,,still,,,,still,,,,,,,,
stills,,,,,,stills,,,,,,,True,
stn,stn,,,,,,,,,,,,,
stock,,stock,,,,stock,,,,stock,,,,
stocked,,,,,,,,,,stocked,,True,,
stocks,,,,,,stocks,,,,,,,True,
stokes,,,,,,,,,stokes,,,,,
stole,,,,,,,,,,stole,,True,,
stolen,,,,,,,,,,stolen,True,,,
stomach,,,,,,stomach,,,,stomach,,,,
stomached,,,,,,,,,,stomached,,True,,
stomaching,,,,,,,,,,stomaching,,,,True
stomachs,,,,,,stomachs,,,,,,,True,
stone,,,,,,,,,stone,,,,,
stood,,,,,,,,,,stood,True,,,
stop,,,,,,stop,,,,stop,,,,
stoped,,,,,,,,,,stoped,,True,,
stoping,,,,,,,,,,stoping,,,,True
stops,,,,,,stops,,,,,,,True,
storage,,,,,,storage,,,,,,,,
storages,,,,,,storages,,,,,,,True,
store,,,,,,store,,,,store,,,,
stored,,,,,,,,,,stored,,True,,
stores,,,,,,stores,,,,,,,True,
stories,,,,,,stories,,,,,,,True,
storing,,,,,,,,,,storing,,,,True
storm,,,,,,storm,,,,storm,,,,
stormed,,,,,,,,,,stormed,,True,,
storming,,,,,,,,,,storming,,,,True
storms,,,,,,storms,,,,,,,True,
story,,,,,,story,,,,,,,,
stout,,,,,,,,,stout,,,,,
str,str,,,,,,,,,,,,,
stra,stra,,,,,,,,,,,,,
straight,,straight,straight,,,,,,,,,,,
strain,,,,,,strain,,,,strain,,,,
strained,,,,,,,,,,strained,,True,,
straining,,,,,,,,,,straining,,,,True
strains,,,,,,strains,,,,,,,True,
strange,,strange,strange,,,,,,,,,,,
stranger,,,,,,stranger,,,,,,,,
strangers,,,,,,strangers,,,,,,,True,
strategies,,,,,,strategies,,,,,,,True,
strategy,,,,,,strategy,,,,,,,,
strav,strav,,,,,,,,,,,,,
straven,straven,,,,,,,,,,,,,
stravenue,stravenue,,,,,,,,,,,,,
stravn,stravn,,,,,,,,,,,,,
stream,stream,,,,,,,,,,,,,
street,street,street,,,,street,,,,,,,,
streets,streets,,,,,streets,,,,,,,True,
streme,streme,,,,,,,,,,,,,
strength,,,,,,strength,,,,,,,,
strengths,,,,,,strengths,,,,,,,True,
stress,,,,,,stress,,,,stress,,,,
stressed,,,,,,,,,,stressed,,True,,
stresses,,,,,,stresses,,,,,,,True,
stressing,,,,,,,,,,stressing,,,,True
stretch,,,,,,stretch,,,,stretch,,,,
stretched,,,,,,,,,,stretched,,True,,
stretching,,,,,,,,,,stretching,,,,True
stretchs,,,,,,stretchs,,,,,,,True,
strickland,,,,,,,,,strickland,,,,,
strict,,strict,,,,,,,,,,,,
strike,,,,,,strike,,,,strike,,,,
striked,,,,,,,,,,striked,,True,,
strikes,,,,,,strikes,,,,,,,True,
striking,,,,,,,,,,striking,,,,True
string,,,,,,string,,,,string,,,,
stringed,,,,,,,,,,stringed,,True,,
stringing,,,,,,,,,,stringing,,,,True
strings,,,,,,strings,,,,,,,True,
strip,,,,,,strip,,,,strip,,,,
striped,,,,,,,,,,striped,,True,,
striping,,,,,,,,,,striping,,,,True
strips,,,,,,strips,,,,,,,True,
strm,strm,,,,,,,,,,,,,
stroke,,,,,,stroke,,,,stroke,,,,
stroked,,,,,,,,,,stroked,,True,,
strokes,,,,,,strokes,,,,,,,True,
stroking,,,,,,,,,,stroking,,,,True
strong,,strong,,,,,,,strong,,,,,
strongly,,,strongly,,,,,,,,,,,
strt,strt,,,,,,,,,,,,,
struck,,,,,,,,,,struck,True,,,
structure,,,,,,structure,,,,structure,,,,
structured,,,,,,,,,,structured,,True,,
structures,,,,,,structures,,,,,,,True,
structuring,,,,,,,,,,structuring,,,,True
struggle,,,,,,struggle,,,,struggle,,,,
struggled,,,,,,,,,,struggled,,True,,
struggles,,,,,,struggles,,,,,,,True,
struggling,,,,,,,,,,struggling,,,,True
strvn,strvn,,,,,,,,,,,,,
strvnue,strvnue,,,,,,,,,,,,,
sts,sts,,,,,,,,,,,,,
stuart,,,,,,,,,stuart,,,,,
stuck,,,,,,,,,,stuck,True,,,
student,,,,,,student,,,,,,,,
students,,,,,,students,,,,,,,True,
studies,,,,,,studies,,,,,,,True,
studio,,,,,,studio,,,,,,,,
studios,,,,,,studios,,,,,,,True,
study,,,,,,study,,,,study,,,,
studyed,,,,,,,,,,studyed,,True,,
studying,,,,,,,,,,studying,,,,True
stuff,,,,,,stuff,,,,stuff,,,,
stuffed,,,,,,,,,,stuffed,,True,,
stuffing,,,,,,,,,,stuffing,,,,True
stuffs,,,,,,stuffs,,,,,,,True,
stupid,,stupid,,,,stupid,,,,,,,,
stupids,,,,,,stupids,,,,,,,True,
style,,,,,,style,,,,style,,,,
styled,,,,,,,,,,styled,,True,,
styles,,,,,,styles,,,,,,,True,
styling,,,,,,,,,,styling,,,,True
suarez,,,,,,,,,suarez,,,,,
subject,,subject,,,,subject,,,,,,,,
subjects,,,,,,subjects,,,,,,,True,
submit,,,,,,,,,,submit,,,,
submited,,,,,,,,,,submited,,True,,
submiting,,,,,,,,,,submiting,,,,True
substance,,,,,,substance,,,,,,,,
substances,,,,,,substances,,,,,,,True,
substantial,,substantial,,,,,,,,,,,,
succeed,,,,,,,,,,succeed,,,,
succeeded,,,,,,,,,,succeeded,,True,,
succeeding,,,,,,,,,,succeeding,,,,True
success,,,,,,success,,,,,,,,
successes,,,,,,successes,,,,,,,True,
successful,,successful,,,,,,,,,,,,
successfully,,,successfully,,,,,,,,,,,
such,,such,such,,,,,,,,,,,
suck,,,,,,suck,,,,suck,,,,
sucked,,,,,,,,,,sucked,,True,,
sucking,,,,,,,,,,sucking,,,,True
sucks,,,,,,sucks,,,,,,,True,
sudden,,sudden,,,,,,,,,,,,
suddenly,,,suddenly,,,,,,,,,,,
suffer,,,,,,,,,,suffer,,,,
suffered,,,,,,,,,,suffered,,True,,
suffering,,,,,,,,,,suffering,,,,True
sufficient,,sufficient,,,,,,,,,,,,
sugar,,,,,,sugar,,,,sugar,,,,
sugared,,,,,,,,,,sugared,,True,,
sugaring,,,,,,,,,,sugaring,,,,True
sugars,,,,,,sugars,,,,,,,True,
suggest,,,,,,,,,,suggest,,,,
suggested,,,,,,,,,,suggested,,True,,
suggesting,,,,,,,,,,suggesting,,,,True
suggestion,,,,,,suggestion,,,,,,,,
suggestions,,,,,,suggestions,,,,,,,True,
suit,,,,,,suit,,,,suit,,,,
suitable,,suitable,,,,,,,,,,,,
suited,,,,,,,,,,suited,,True,,
suiting,,,,,,,,,,suiting,,,,True
suits,,,,,,suits,,,,,,,True,
sullivan,,,,sullivan,,,,,sullivan,,,,,
sumit,sumit,,,,,,,,,,,,,
sumitt,sumitt,,,,,,,,,,,,,
summary,,,,,,summary,,,,,,,,
summer,,,,summer,,summer,,,,summer,,,,
summered,,,,,,,,,,summered,,True,,
summering,,,,,,,,,,summering,,,,True
summers,,,,,,summers,,,summers,,,,True,
summit,summit,,,,,,,,,,,,,
sun,,,,,,sun,,,,sun,,,,
suned,,,,,,,,,,suned,,True,,
suning,,,,,,,,,,suning,,,,True
sunk,,,,,,,,,,sunk,True,,,
sunny,,,,sunny,,,,,,,,,,
suns,,,,,,suns,,,,,,,True,
super,,super,super,,,,,,,,,,,
supermarket,,,,,,supermarket,,,,,,,,
supermarkets,,,,,,supermarkets,,,,,,,True,
supervise,,,,,,,,,,supervise,,,,
supervised,,,,,,,,,,supervised,,True,,
supervisor,,,,,,supervisor,,,,,,,,
supervisors,,,,,,supervisors,,,,,,,True,
supply,,,,,,,,,,supply,,,,
supplyed,,,,,,,,,,supplyed,,True,,
supplying,,,,,,,,,,supplying,,,,True
support,,,,,,support,,,,support,,,,
supported,,,,,,,,,,supported,,True,,
supporting,,,,,,,,,,supporting,,,,True
supports,,,,,,supports,,,,,,,True,
suppose,,,,,,,,,,suppose,,,,
supposed,,,,,,,,,,supposed,,True,,
supposing,,,,,,,,,,supposing,,,,True
sure,,sure,sure,,,,,,,,,,,
surgeries,,,,,,surgeries,,,,,,,True,
surgery,,,,,,surgery,,,,,,,,
surprise,,,,,,surprise,,,,surprise,,,,
surprised,,,,,,,,,,surprised,,True,,
surpriseded,,,,,,,,,,surpriseded,,True,,
surprises,,,,,,surprises,,,,,,,True,
surprising,,,,,,,,,,surprising,,,,True
surround,,,,,,surround,,,,surround,,,,
surrounded,,,,,,,,,,surrounded,,True,,
surrounding,,,,,,,,,,surrounding,,,,True
surrounds,,,,,,surrounds,,,,,,,True,
survey,,,,,,survey,,,,survey,,,,
surveyed,,,,,,,,,,surveyed,,True,,
surveying,,,,,,,,,,surveying,,,,True
surveys,,,,,,surveys,,,,,,,True,
survive,,,,,,,,,,survive,,,,
survived,,,,,,,,,,survived,,True,,
surviving,,,,,,,,,,surviving,,,,True
susan,,,,susan,,,,,,,,,,
suspect,,,,,,suspect,,,,suspect,,,,
suspected,,,,,,,,,,suspected,,True,,
suspecting,,,,,,,,,,suspecting,,,,True
suspects,,,,,,suspects,,,,,,,True,
suspicious,,suspicious,,,,,,,,,,,,
sutton,,,,sutton,,,,,sutton,,,,,
swam,,,,,,,,,,swam,,True,,
swanson,,,,,,,,,swanson,,,,,
sweeney,,,,,,,,,sweeney,,,,,
sweep,,,,,,,,,,sweep,,,,
sweeping,,,,,,,,,,sweeping,,,,True
sweet,,sweet,,,,sweet,,,,,,,,
sweets,,,,,,sweets,,,,,,,True,
swim,,,,,,swim,,,,swim,,,,
swimed,,,,,,,,,,swimed,,True,,
swiming,,,,,,,,,,swiming,,,,True
swimming,,swimming,,,,swimming,,,,,,,,
swimmings,,,,,,swimmings,,,,,,,True,
swims,,,,,,swims,,,,,,,True,
swing,,,,,,swing,,,,swing,,,,
swinged,,,,,,,,,,swinged,,True,,
swinging,,,,,,,,,,swinging,,,,True
swings,,,,,,swings,,,,,,,True,
switch,,,,,,switch,,,,switch,,,,
switched,,,,,,,,,,switched,,True,,
switching,,,,,,,,,,switching,,,,True
switchs,,,,,,switchs,,,,,,,True,
swum,,,,,,,,,,swum,True,,,
sydney,,,,sydney,,,,,,,,,,
sylas,,,,sylas,,,,,,,,,,
sylvia,,,,sylvia,,,,,,,,,,
sylvie,,,,sylvie,,,,,,,,,,
sympathies,,,,,,sympathies,,,,,,,True,
sympathy,,,,,,sympathy,,,,,,,,
system,,,,,,system,,,,,,,,
systems,,,,,,systems,,,,,,,True,
table,,,,,,table,,,,table,,,,
tabled,,,,,,,,,,tabled,,True,,
tables,,,,,,tables,,,,,,,True,
tabling,,,,,,,,,,tabling,,,,True
tackle,,,,,,tackle,,,,tackle,,,,
tackled,,,,,,,,,,tackled,,True,,
tackles,,,,,,tackles,,,,,,,True,
tackling,,,,,,,,,,tackling,,,,True
tadeo,,,,tadeo,,,,,,,,,,
tailor,,,,,,,,,,tailor,,,,
tailored,,,,,,,,,,tailored,,True,,
take,,,,,,,,,,take,,,,
taked,,,,,,,,,,taked,,True,,
taken,,,,,,,,,,taken,True,,,
taking,,,,,,,,,,taking,,,,True
tale,,,,,,tale,,,,,,,,
tales,,,,,,tales,,,,,,,True,
talia,,,,talia,,,,,,,,,,
taliyah,,,,taliyah,,,,,,,,,,
talk,,,,,,talk,,,,talk,,,,
talked,,,,,,,,,,talked,,True,,
talking,,,,,,,,,,talking,,,,True
talks,,,,,,talks,,,,,,,True,
tall,,tall,,,,,,,,,,,,
talon,,,,talon,,,,,,,,,,
tang,,,,,,,,,tang,,,,,
tank,,,,,,tank,,,,tank,,,,
tanked,,,,,,,,,,tanked,,True,,
tanking,,,,,,,,,,tanking,,,,True
tanks,,,,,,tanks,,,,,,,True,
tanner,,,,tanner,,,,,tanner,,,,,
tap,,,,,,tap,,,,tap,,,,
taped,,,,,,,,,,taped,,True,,
tapia,,,,,,,,,tapia,,,,,
taping,,,,,,,,,,taping,,,,True
taps,,,,,,taps,,,,,,,True,
tara,,,,tara,,,,,,,,,,
target,,,,,,target,,,,target,,,,
targeted,,,,,,,,,,targeted,,True,,
targeting,,,,,,,,,,targeting,,,,True
targets,,,,,,targets,,,,,,,True,
task,,,,,,task,,,,task,,,,
tasked,,,,,,,,,,tasked,,True,,
tasking,,,,,,,,,,tasking,,,,True
tasks,,,,,,tasks,,,,,,,True,
taste,,,,,,taste,,,,taste,,,,
tasted,,,,,,,,,,tasted,,True,,
tastes,,,,,,tastes,,,,,,,True,
tasting,,,,,,,,,,tasting,,,,True
tate,,,,tate,,,,,tate,,,,,
tatiana,,,,tatiana,,,,,,,,,,
tatum,,,,tatum,,,,,,,,,,
taught,,,,,,,,,,taught,True,,,
tax,,,,,,tax,,,,tax,,,,
taxed,,,,,,,,,,taxed,,True,,
taxing,,,,,,,,,,taxing,,,,True
taxs,,,,,,taxs,,,,,,,True,
taylor,,,,taylor,,,,,taylor,,,,,
tea,,,,,,tea,,,,,,,,
teach,,,,,,teach,,,,teach,,,,
teached,,,,,,,,,,teached,,True,,
teacher,,,,,,teacher,,,,,,,,
teachers,,,,,,teachers,,,,,,,True,
teaching,,,,,,teaching,,,,teaching,,,,True
teachings,,,,,,teachings,,,,,,,True,
teachs,,,,,,teachs,,,,,,,True,
teagan,,,,teagan,,,,,,,,,,
team,,,,,,team,,,,team,,,,
teamed,,,,,,,,,,teamed,,True,,
teaming,,,,,,,,,,teaming,,,,True
teams,,,,,,teams,,,,,,,True,
tear,,,,,,tear,,,,tear,,,,
teared,,,,,,,,,,teared,,True,,
tearing,,,,,,,,,,tearing,,,,True
tears,,,,,,tears,,,,,,,True,
teas,,,,,,teas,,,,,,,True,
technical,,technical,,,,,,,,,,,,
technologies,,,,,,technologies,,,,,,,True,
technology,,,,,,technology,,,,,,,,
tegan,,,,tegan,,,,,,,,,,
telephone,,,,,,telephone,,,,telephone,,,,
telephoned,,,,,,,,,,telephoned,,True,,
telephones,,,,,,telephones,,,,,,,True,
telephoning,,,,,,,,,,telephoning,,,,True
television,,,,,,television,,,,,,,,
televisions,,,,,,televisions,,,,,,,True,
tell,,,,,,tell,,,,tell,,,,
telled,,,,,,,,,,telled,,True,,
telling,,,,,,,,,,telling,,,,True
tells,,,,,,tells,,,,,,,True,
temperature,,,,,,temperature,,,,,,,,
temperatures,,,,,,temperatures,,,,,,,True,
temporaries,,,,,,temporaries,,,,,,,True,
temporary,,temporary,,,,temporary,,,,,,,,
tend,,,,,,,,,,tend,,,,
tended,,,,,,,,,,tended,,True,,
tending,,,,,,,,,,tending,,,,True
tenley,,,,tenley,,,,,,,,,,
tennis,,,,,,tennis,,,,,,,,
tennises,,,,,,tennises,,,,,,,True,
tension,,,,,,tension,,,,,,,,
tensions,,,,,,tensions,,,,,,,True,
ter,ter,,,,,,,,,,,,,
teresa,,,,teresa,,,,,,,,,,
term,,,,,,term,,,,term,,,,
termed,,,,,,,,,,termed,,True,,
terming,,,,,,,,,,terming,,,,True
terms,,,,,,terms,,,,,,,True,
terr,terr,,,,,,,,,,,,,
terrace,terrace,,,,,,,,,,,,,
terrance,,,,terrance,,,,,,,,,,
terrell,,,,terrell,,,,,terrell,,,,,
terrence,,,,terrence,,,,,,,,,,
terrible,,terrible,,,,,,,,,,,,
terribly,,,terribly,,,,,,,,,,,
terry,,,,terry,,,,,terry,,,,,
tessa,,,,tessa,,,,,,,,,,
test,,,,,,test,,,,test,,,,
tested,,,,,,,,,,tested,,True,,
testing,,,,,,,,,,testing,,,,True
tests,,,,,,tests,,,,,,,True,
text,,,,,,text,,,,text,,,,
texted,,,,,,,,,,texted,,True,,
texting,,,,,,,,,,texting,,,,True
texts,,,,,,texts,,,,,,,True,
thaddeus,,,,thaddeus,,,,,,,,,,
thalia,,,,thalia,,,,,,,,,,
thank,,,,,,,,,,thank,,,,
thanked,,,,,,,,,,thanked,,True,,
thanking,,,,,,,,,,thanking,,,,True
thanks,,,,,,thanks,,,,,,,,
thankses,,,,,,thankses,,,,,,,True,
that,,that,,,,,,that,,,,,,
thatcher,,,,thatcher,,,,,,,,,,
the,,,the,,,,,,,,,,,
thea,,,,thea,,,,,,,,,,
their,,,,,,,,their,,,,,,
them,,,,,,,,them,,,,,,
theme,,,,,,theme,,,,theme,,,,
themed,,,,,,,,,,themed,,True,,
themes,,,,,,themes,,,,,,,True,
theming,,,,,,,,,,theming,,,,True
themselves,,,,,,,,themselves,,,,,,
then,,then,then,,,,,,,,,,,
theo,,,,theo,,,,,,,,,,
theodore,,,,theodore,,,,,,,,,,
theories,,,,,,theories,,,,,,,True,
theory,,,,,,theory,,,,,,,,
there,,,there,,,,,there,,,,,,
therefore,,,therefore,,,,,,,,,,,
these,,these,,,,,,these,,,,,,
they,,,,,,,,they,,,,,,
thiago,,,,thiago,,,,,,,,,,
thick,,thick,thick,,,,,,,,,,,
thin,,thin,thin,,,,,,,,,,,
thing,,,,,,thing,,,,,,,,
things,,,,,,things,,,,,,,True,
think,,think,,,,,,,,think,,,,
thinked,,,,,,,,,,thinked,,True,,
thinking,,,,,,,,,,thinking,,,,True
this,,this,,,,,,this,,,,,,
thomas,,,,thomas,,,,,thomas,,,,,
thompson,,,,,,,,,thompson,,,,,
thornton,,,,,,,,,thornton,,,,,
those,,,,,,,,those,,,,,,
though,,,though,,,,,,,,,,,
thought,,,,,,thought,,,,thought,True,,,
thoughts,,,,,,thoughts,,,,,,,True,
threw,,,,,,,,,,threw,,True,,
throat,,,,,,throat,,,,,,,,
throats,,,,,,throats,,,,,,,True,
through,,,through,,,,through,,,,,,,
throughout,,,,,,,throughout,,,,,,,
throughway,throughway,,,,,,,,,,,,,
throw,,,,,,,,,,throw,,,,
throwed,,,,,,,,,,throwed,,True,,
throwing,,,,,,,,,,throwing,,,,True
thrown,,,,,,,,,,thrown,True,,,
thus,,,thus,,,,,,,,,,,
tiana,,,,tiana,,,,,,,,,,
ticket,,,,,,ticket,,,,ticket,,,,
ticketed,,,,,,,,,,ticketed,,True,,
ticketing,,,,,,,,,,ticketing,,,,True
tickets,,,,,,tickets,,,,,,,True,
tie,,,,,,tie,,,,tie,,,,
tied,,,,,,,,,,tied,,True,,
ties,,,,,,ties,,,,,,,True,
tiffany,,,,tiffany,,,,,,,,,,
tight,,tight,tight,,,,,,,,,,,
tiing,,,,,,,,,,tiing,,,,True
till,,,,,,till,,,,till,,,,
tilled,,,,,,,,,,tilled,,True,,
tilling,,,,,,,,,,tilling,,,,True
tills,,,,,,tills,,,,,,,True,
time,,time,,,,time,,,,,,,,
times,,,,,,times,,,,,,,True,
timothy,,,,timothy,,,,,,,,,,
tinley,,,,tinley,,,,,,,,,,
tinsley,,,,tinsley,,,,,,,,,,
tiny,,tiny,,,,,,,,,,,,
tip,,,,,,tip,,,,tip,,,,
tiped,,,,,,,,,,tiped,,True,,
tiping,,,,,,,,,,tiping,,,,True
tips,,,,,,tips,,,,,,,True,
tired,,,,,,,,,,tired,,,,
tireded,,,,,,,,,,tireded,,True,,
tireding,,,,,,,,,,tireding,,,,True
titan,,,,titan,,,,,,,,,,
title,,,,,,title,,,,title,,,,
titled,,,,,,,,,,titled,,True,,
titles,,,,,,titles,,,,,,,True,
titling,,,,,,,,,,titling,,,,True
titus,,,,titus,,,,,,,,,,
to,,,to,,,,to,,,,,,,
tobias,,,,tobias,,,,,,,,,,
toby,,,,toby,,,,,,,,,,
today,,,today,,,today,,,,,,,,
todays,,,,,,todays,,,,,,,True,
todd,,,,,,,,,todd,,,,,
toe,,,,,,toe,,,,toe,,,,
toed,,,,,,,,,,toed,,True,,
toes,,,,,,toes,,,,,,,True,
together,,,together,,,,,,,,,,,
toing,,,,,,,,,,toing,,,,True
told,,,,,,,,,,told,True,,,
tomas,,,,tomas,,,,,,,,,,
tommy,,,,tommy,,,,,,,,,,
tomorrow,,,tomorrow,,,tomorrow,,,,,,,,
tomorrows,,,,,,tomorrows,,,,,,,True,
tone,,,,,,tone,,,,tone,,,,
toned,,,,,,,,,,toned,,True,,
tones,,,,,,tones,,,,,,,True,
tongue,,,,,,tongue,,,,,,,,
tongues,,,,,,tongues,,,,,,,True,
tonight,,,tonight,,,tonight,,,,,,,,
tonights,,,,,,tonights,,,,,,,True,
toning,,,,,,,,,,toning,,,,True
tony,,,,tony,,,,,,,,,,
too,,,too,,,,,,,,,,,
took,,,,,,,,,,took,,True,,
tool,,,,,,tool,,,,tool,,,,
tooled,,,,,,,,,,tooled,,True,,
tooling,,,,,,,,,,tooling,,,,True
tools,,,,,,tools,,,,,,,True,
tooth,,,,,,tooth,,,,,,,,
tooths,,,,,,tooths,,,,,,,True,
top,,top,,,,top,,,,,,,,
topic,,,,,,topic,,,,,,,,
topics,,,,,,topics,,,,,,,True,
tops,,,,,,tops,,,,,,,True,
tore,,,,,,,,,,tore,,True,,
tori,,,,tori,,,,,,,,,,
torn,,,,,,,,,,torn,True,,,
torres,,,,,,,,,torres,,,,,
total,,total,,,,total,,,,,,,,
totally,,,totally,,,,,,,,,,,
totals,,,,,,totals,,,,,,,True,
touch,,,,,,touch,,,,touch,,,,
touched,,,,,,,,,,touched,,True,,
touching,,,,,,,,,,touching,,,,True
touchs,,,,,,touchs,,,,,,,True,
tough,,tough,,,,tough,,,,,,,,
